01|20160513|        30
143101|CESA80|  5444.5770
143201|CESA80|  5448.2127
143301|CESA80|  5447.1624
143401|CESA80|  5448.6594
143501|CESA80|  5447.6099
143601|CESA80|  5446.2646
143701|CESA80|  5446.2015
143801|CESA80|  5444.7470
143901|CESA80|  5442.7316
144001|CESA80|  5440.1979
144101|CESA80|  5436.1061
144201|CESA80|  5435.9224
144301|CESA80|  5437.2504
144401|CESA80|  5438.9386
144501|CESA80|  5439.4325
144601|CESA80|  5440.6352
144701|CESA80|  5439.8860
144801|CESA80|  5439.4722
144901|CESA80|  5440.9955
145001|CESA80|  5442.4642
145101|CESA80|  5442.5271
145201|CESA80|  5443.2113
145301|CESA80|  5440.9145
145401|CESA80|  5443.7322
145501|CESA80|  5443.4938
145601|CESA80|  5445.8928
145701|CESA80|  5445.0728
145801|CESA80|  5446.5179
145901|CESA80|  5445.1667
150001|CESA80|  5445.8819
RFSP|CESA80|  5443.0
