01|20160513|        24
130502|CES120|  4458.9288
131002|CES120|  4455.1194
131502|CES120|  4454.2477
132002|CES120|  4454.6326
132502|CES120|  4456.1415
133002|CES120|  4451.7117
133502|CES120|  4451.5926
134002|CES120|  4453.1611
134502|CES120|  4448.2739
135002|CES120|  4447.5895
135502|CES120|  4445.9810
140001|CES120|  4444.5709
140501|CES120|  4447.7634
141001|CES120|  4447.4335
141501|CES120|  4448.1122
142001|CES120|  4444.6785
142501|CES120|  4443.7753
143001|CES120|  4441.5440
143501|CES120|  4444.8034
144001|CES120|  4439.6516
144501|CES120|  4439.6734
145001|CES120|  4441.4968
145501|CES120|  4440.5317
150001|CES120|  4440.5534
RFSP|CES120|  4447.6
